Scenario,Model,N,K,Test P,Test R,Test A,Test F,Test AUC,Test MCC,Test B,Training Time,Testing Time
Updated Model,NN,24,24,0.1079913606911447,0.7352941176470589,0.9985299033351752,0.18832391713747648,0.8815588957769318,0.28143937270195446,0.0015134024081591832,20.302967973053455,0.2601103929337114
Static Model,NN,24,-1,0.13513846153846154,0.733957219251337,0.9978895073982359,0.2282507015902713,0.9144516335232975,0.3143768710487298,0.001861899755096885,12.130926395999268,0.2501736629055813
Updated Model,NN,24,-1,0.13530034089573292,0.7693850267379679,0.9978110567641502,0.23013096071178646,0.9057247945322382,0.3220863449402244,0.002285690705912211,20.65617740782909,0.25629313024304184
Static Model,NN,4,3,0.13922210105416213,0.7444120505344995,0.9971581542043855,0.234573572194151,0.9082333111600832,0.3211733408370799,0.002641348184404691,23.724382370943204,1.5345850160811096
Updated Model,NN,4,3,0.15289499509322865,0.7570456754130224,0.997404307280901,0.25440888308295234,0.887324450316523,0.3395078524682228,0.0025031798726637884,40.54266493488103,1.543581843143329
Static Model,NN,4,4,0.09414225941422594,0.7708779443254818,0.9979699477223166,0.16779305523188068,0.9172788501837492,0.26896074460928515,0.0019743353809496917,23.724382370943204,1.5364084709435701
Updated Model,NN,4,4,0.11321359846055164,0.7558886509635975,0.9983633378584569,0.19693165969316595,0.9093217909695097,0.2921470516077586,0.0018268921470071425,18.969820657977834,1.541855188086629
Static Model,NN,4,-1,0.12073772249624705,0.7526737967914439,0.9975640509633511,0.20809462206616153,0.9108961999808154,0.3008578809847765,0.0023078417826771914,23.724382370943204,1.53549674351234
Updated Model,NN,4,-1,0.137830269085596,0.7566844919786097,0.9978838225696789,0.2331857039859924,0.8894498441884425,0.322394529097997,0.002165036009835464,29.756242796429433,1.542718515614979
Static Model,NN,6,4,0.15902232951116477,0.77046783625731,0.9974895797092551,0.263631815907954,0.9087919071929244,0.34934270381219923,0.002474275547863842,27.915262470021844,1.0241135999094695
Updated Model,NN,6,4,0.1370045224793828,0.7529239766081871,0.9970896520202743,0.23182534323655188,0.9140276512165241,0.3204158683740725,0.002590522752158937,25.439798141131178,0.9952122720424086
Static Model,NN,6,5,0.11182108626198083,0.7291666666666666,0.9975185723348955,0.19390581717451522,0.8998329468910591,0.2849390043664423,0.0022199776073677856,27.915262470021844,1.0176810650154948
Updated Model,NN,6,5,0.11446153846153846,0.775,0.9974537652893464,0.19946380697050936,0.9000367523593168,0.29724624127015975,0.002811491492990612,21.913333893055096,1.0330127719789743
