Training Period,Testing Period,Training Error,Testing Error,Training Size,Testing Size
8,12,162,251,21612,22685
8,13,162,159,21612,18763
8,14,162,82,21612,15263
8,15,162,324,21612,19349
8,16,162,420,21612,24525
8,17,162,461,21612,23315
8,18,162,319,21612,43718
8,19,162,740,21612,25471
8,20,162,212,21612,21460
8,21,162,146,21612,18280
8,22,162,271,21612,20893
8,23,162,259,21612,24227
8,24,162,289,21612,24491
8,25,162,275,21612,20018
8,26,162,359,21612,26072
8,27,162,221,21612,21354
8,28,162,143,21612,20809
8,9,167,244,21612,22158
8,10,167,690,21612,23554
8,11,167,337,21612,24322
8,12,167,247,21612,22685
8,13,167,159,21612,18763
8,14,167,81,21612,15263
8,15,167,320,21612,19349
8,16,167,418,21612,24525
8,17,167,489,21612,23315
8,18,167,318,21612,43718
8,19,167,742,21612,25471
8,20,167,215,21612,21460
8,21,167,145,21612,18280
8,22,167,272,21612,20893
8,23,167,261,21612,24227
8,24,167,289,21612,24491
8,25,167,274,21612,20018
8,26,167,362,21612,26072
8,27,167,223,21612,21354
8,28,167,145,21612,20809
8,9,160,240,21612,22158
8,10,160,690,21612,23554
8,11,160,343,21612,24322
8,12,160,247,21612,22685
8,13,160,157,21612,18763
8,14,160,78,21612,15263
8,15,160,320,21612,19349
8,16,160,414,21612,24525
8,17,160,481,21612,23315
8,18,160,318,21612,43718
8,19,160,739,21612,25471
8,20,160,215,21612,21460
8,21,160,146,21612,18280
8,22,160,268,21612,20893
8,23,160,256,21612,24227
8,24,160,287,21612,24491
8,25,160,275,21612,20018
8,26,160,355,21612,26072
8,27,160,214,21612,21354
8,28,160,140,21612,20809
8,9,161,244,21612,22158
8,10,161,684,21612,23554
8,11,161,344,21612,24322
8,12,161,246,21612,22685
8,13,161,155,21612,18763
8,14,161,71,21612,15263
8,15,161,323,21612,19349
8,16,161,409,21612,24525
8,17,161,487,21612,23315
8,18,161,318,21612,43718
8,19,161,736,21612,25471
8,20,161,212,21612,21460
8,21,161,144,21612,18280
8,22,161,273,21612,20893
8,23,161,268,21612,24227
8,24,161,284,21612,24491
8,25,161,274,21612,20018
8,26,161,350,21612,26072
8,27,161,212,21612,21354
8,28,161,135,21612,20809
8,9,168,242,21612,22158
8,10,168,699,21612,23554
8,11,168,345,21612,24322
8,12,168,254,21612,22685
8,13,168,158,21612,18763
8,14,168,86,21612,15263
8,15,168,318,21612,19349
8,16,168,419,21612,24525
8,17,168,485,21612,23315
8,18,168,324,21612,43718
8,19,168,745,21612,25471
8,20,168,218,21612,21460
8,21,168,148,21612,18280
8,22,168,273,21612,20893
8,23,168,264,21612,24227
8,24,168,288,21612,24491
8,25,168,275,21612,20018
8,26,168,359,21612,26072
8,27,168,218,21612,21354
8,28,168,143,21612,20809
8,9,158,239,21612,22158
8,10,158,688,21612,23554
8,11,158,344,21612,24322
8,12,158,247,21612,22685
8,13,158,156,21612,18763
8,14,158,76,21612,15263
8,15,158,323,21612,19349
8,16,158,413,21612,24525
8,17,158,490,21612,23315
8,18,158,325,21612,43718
8,19,158,732,21612,25471
8,20,158,215,21612,21460
8,21,158,148,21612,18280
8,22,158,270,21612,20893
8,23,158,263,21612,24227
8,24,158,291,21612,24491
8,25,158,273,21612,20018
8,26,158,355,21612,26072
8,27,158,216,21612,21354
8,28,158,137,21612,20809
8,9,165,233,21612,22158
8,10,165,689,21612,23554
8,11,165,335,21612,24322
8,12,165,250,21612,22685
8,13,165,156,21612,18763
8,14,165,79,21612,15263
8,15,165,322,21612,19349
8,16,165,414,21612,24525
8,17,165,487,21612,23315
8,18,165,318,21612,43718
8,19,165,738,21612,25471
8,20,165,209,21612,21460
8,21,165,145,21612,18280
8,22,165,266,21612,20893
8,23,165,261,21612,24227
8,24,165,291,21612,24491
8,25,165,273,21612,20018
8,26,165,356,21612,26072
8,27,165,214,21612,21354
8,28,165,135,21612,20809
8,9,162,244,21612,22158
8,10,162,688,21612,23554
8,11,162,341,21612,24322
8,12,162,252,21612,22685
8,13,162,159,21612,18763
8,14,162,82,21612,15263
8,15,162,322,21612,19349
8,16,162,416,21612,24525
8,17,162,484,21612,23315
8,18,162,317,21612,43718
8,19,162,742,21612,25471
8,20,162,214,21612,21460
8,21,162,144,21612,18280
8,22,162,273,21612,20893
8,23,162,261,21612,24227
8,24,162,287,21612,24491
8,25,162,275,21612,20018
8,26,162,362,21612,26072
8,27,162,217,21612,21354
8,28,162,144,21612,20809
8,9,165,242,21612,22158
8,10,165,688,21612,23554
8,11,165,351,21612,24322
8,12,165,257,21612,22685
8,13,165,161,21612,18763
8,14,165,84,21612,15263
8,15,165,325,21612,19349
8,16,165,413,21612,24525
8,17,165,478,21612,23315
8,18,165,318,21612,43718
8,19,165,744,21612,25471
8,20,165,216,21612,21460
8,21,165,148,21612,18280
8,22,165,281,21612,20893
8,23,165,258,21612,24227
8,24,165,289,21612,24491
8,25,165,273,21612,20018
8,26,165,361,21612,26072
8,27,165,219,21612,21354
8,28,165,141,21612,20809
8,9,167,245,21612,22158
8,10,167,694,21612,23554
8,11,167,339,21612,24322
8,12,167,250,21612,22685
8,13,167,160,21612,18763
8,14,167,81,21612,15263
8,15,167,326,21612,19349
8,16,167,414,21612,24525
8,17,167,468,21612,23315
8,18,167,322,21612,43718
8,19,167,742,21612,25471
8,20,167,217,21612,21460
8,21,167,147,21612,18280
8,22,167,268,21612,20893
8,23,167,261,21612,24227
8,24,167,289,21612,24491
8,25,167,276,21612,20018
8,26,167,360,21612,26072
8,27,167,220,21612,21354
8,28,167,145,21612,20809
8,9,160,240,21612,22158
8,10,160,687,21612,23554
8,11,160,342,21612,24322
8,12,160,248,21612,22685
8,13,160,159,21612,18763
8,14,160,81,21612,15263
8,15,160,321,21612,19349
8,16,160,412,21612,24525
8,17,160,489,21612,23315
8,18,160,309,21612,43718
8,19,160,738,21612,25471
8,20,160,215,21612,21460
8,21,160,146,21612,18280
8,22,160,272,21612,20893
8,23,160,256,21612,24227
8,24,160,287,21612,24491
8,25,160,274,21612,20018
8,26,160,360,21612,26072
8,27,160,216,21612,21354
8,28,160,137,21612,20809
8,9,160,241,21612,22158
8,10,160,697,21612,23554
8,11,160,344,21612,24322
8,12,160,260,21612,22685
8,13,160,163,21612,18763
8,14,160,84,21612,15263
8,15,160,323,21612,19349
8,16,160,422,21612,24525
8,17,160,480,21612,23315
8,18,160,326,21612,43718
8,19,160,741,21612,25471
8,20,160,220,21612,21460
8,21,160,149,21612,18280
8,22,160,277,21612,20893
8,23,160,264,21612,24227
8,24,160,293,21612,24491
8,25,160,278,21612,20018
8,26,160,363,21612,26072
8,27,160,224,21612,21354
8,28,160,151,21612,20809
8,9,167,240,21612,22158
8,10,167,692,21612,23554
8,11,167,345,21612,24322
8,12,167,251,21612,22685
8,13,167,162,21612,18763
8,14,167,81,21612,15263
8,15,167,332,21612,19349
8,16,167,418,21612,24525
8,17,167,495,21612,23315
8,18,167,325,21612,43718
8,19,167,741,21612,25471
8,20,167,215,21612,21460
8,21,167,147,21612,18280
8,22,167,277,21612,20893
8,23,167,266,21612,24227
8,24,167,296,21612,24491
8,25,167,274,21612,20018
8,26,167,358,21612,26072
8,27,167,218,21612,21354
8,28,167,144,21612,20809
8,9,165,243,21612,22158
8,10,165,696,21612,23554
8,11,165,347,21612,24322
8,12,165,251,21612,22685
8,13,165,159,21612,18763
8,14,165,80,21612,15263
8,15,165,323,21612,19349
8,16,165,418,21612,24525
8,17,165,488,21612,23315
8,18,165,320,21612,43718
8,19,165,738,21612,25471
8,20,165,217,21612,21460
8,21,165,148,21612,18280
8,22,165,268,21612,20893
8,23,165,263,21612,24227
8,24,165,290,21612,24491
8,25,165,277,21612,20018
8,26,165,357,21612,26072
8,27,165,218,21612,21354
8,28,165,147,21612,20809
8,9,159,244,21612,22158
8,10,159,691,21612,23554
8,11,159,341,21612,24322
8,12,159,247,21612,22685
8,13,159,162,21612,18763
8,14,159,79,21612,15263
8,15,159,324,21612,19349
8,16,159,418,21612,24525
8,17,159,500,21612,23315
8,18,159,308,21612,43718
8,19,159,741,21612,25471
8,20,159,213,21612,21460
8,21,159,147,21612,18280
8,22,159,270,21612,20893
8,23,159,266,21612,24227
8,24,159,289,21612,24491
8,25,159,275,21612,20018
8,26,159,356,21612,26072
8,27,159,218,21612,21354
8,28,159,144,21612,20809
8,9,172,241,21612,22158
8,10,172,700,21612,23554
8,11,172,351,21612,24322
8,12,172,254,21612,22685
8,13,172,161,21612,18763
8,14,172,81,21612,15263
8,15,172,326,21612,19349
8,16,172,421,21612,24525
8,17,172,477,21612,23315
8,18,172,320,21612,43718
8,19,172,738,21612,25471
8,20,172,216,21612,21460
8,21,172,148,21612,18280
8,22,172,272,21612,20893
8,23,172,267,21612,24227
8,24,172,292,21612,24491
8,25,172,277,21612,20018
8,26,172,359,21612,26072
8,27,172,220,21612,21354
8,28,172,144,21612,20809
8,9,163,237,21612,22158
8,10,163,689,21612,23554
8,11,163,346,21612,24322
8,12,163,245,21612,22685
8,13,163,156,21612,18763
8,14,163,73,21612,15263
8,15,163,314,21612,19349
8,16,163,412,21612,24525
8,17,163,484,21612,23315
8,18,163,317,21612,43718
8,19,163,738,21612,25471
8,20,163,210,21612,21460
8,21,163,148,21612,18280
8,22,163,275,21612,20893
8,23,163,266,21612,24227
8,24,163,287,21612,24491
8,25,163,271,21612,20018
8,26,163,355,21612,26072
8,27,163,210,21612,21354
8,28,163,136,21612,20809
8,9,168,241,21612,22158
8,10,168,694,21612,23554
8,11,168,342,21612,24322
8,12,168,253,21612,22685
8,13,168,160,21612,18763
8,14,168,85,21612,15263
8,15,168,320,21612,19349
8,16,168,417,21612,24525
8,17,168,483,21612,23315
8,18,168,321,21612,43718
8,19,168,739,21612,25471
8,20,168,215,21612,21460
8,21,168,145,21612,18280
8,22,168,273,21612,20893
8,23,168,261,21612,24227
8,24,168,287,21612,24491
8,25,168,274,21612,20018
8,26,168,362,21612,26072
8,27,168,220,21612,21354
8,28,168,147,21612,20809
8,9,158,246,21612,22158
8,10,158,696,21612,23554
8,11,158,343,21612,24322
8,12,158,249,21612,22685
8,13,158,161,21612,18763
8,14,158,77,21612,15263
8,15,158,324,21612,19349
8,16,158,418,21612,24525
8,17,158,485,21612,23315
8,18,158,316,21612,43718
8,19,158,738,21612,25471
8,20,158,213,21612,21460
8,21,158,148,21612,18280
8,22,158,272,21612,20893
8,23,158,268,21612,24227
8,24,158,288,21612,24491
8,25,158,272,21612,20018
8,26,158,353,21612,26072
8,27,158,218,21612,21354
8,28,158,142,21612,20809
8,9,163,245,21612,22158
8,10,163,693,21612,23554
8,11,163,348,21612,24322
8,12,163,253,21612,22685
8,13,163,161,21612,18763
8,14,163,79,21612,15263
8,15,163,321,21612,19349
8,16,163,418,21612,24525
8,17,163,485,21612,23315
8,18,163,317,21612,43718
8,19,163,734,21612,25471
8,20,163,214,21612,21460
8,21,163,147,21612,18280
8,22,163,277,21612,20893
8,23,163,259,21612,24227
8,24,163,287,21612,24491
8,25,163,273,21612,20018
8,26,163,359,21612,26072
8,27,163,213,21612,21354
8,28,163,146,21612,20809
8,9,165,239,21612,22158
8,10,165,689,21612,23554
8,11,165,340,21612,24322
8,12,165,255,21612,22685
8,13,165,160,21612,18763
8,14,165,81,21612,15263
8,15,165,330,21612,19349
8,16,165,416,21612,24525
8,17,165,466,21612,23315
8,18,165,318,21612,43718
8,19,165,739,21612,25471
8,20,165,211,21612,21460
8,21,165,146,21612,18280
8,22,165,269,21612,20893
8,23,165,264,21612,24227
8,24,165,296,21612,24491
8,25,165,276,21612,20018
8,26,165,357,21612,26072
8,27,165,221,21612,21354
8,28,165,148,21612,20809
8,9,162,241,21612,22158
8,10,162,696,21612,23554
8,11,162,342,21612,24322
8,12,162,252,21612,22685
8,13,162,162,21612,18763
8,14,162,85,21612,15263
8,15,162,325,21612,19349
8,16,162,414,21612,24525
8,17,162,483,21612,23315
8,18,162,325,21612,43718
8,19,162,739,21612,25471
8,20,162,215,21612,21460
8,21,162,147,21612,18280
8,22,162,273,21612,20893
8,23,162,258,21612,24227
8,24,162,292,21612,24491
8,25,162,278,21612,20018
8,26,162,361,21612,26072
8,27,162,223,21612,21354
8,28,162,146,21612,20809
8,9,169,245,21612,22158
8,10,169,686,21612,23554
8,11,169,340,21612,24322
8,12,169,253,21612,22685
8,13,169,164,21612,18763
8,14,169,81,21612,15263
8,15,169,322,21612,19349
8,16,169,416,21612,24525
8,17,169,478,21612,23315
8,18,169,315,21612,43718
8,19,169,737,21612,25471
8,20,169,212,21612,21460
8,21,169,147,21612,18280
8,22,169,273,21612,20893
8,23,169,256,21612,24227
8,24,169,291,21612,24491
8,25,169,280,21612,20018
8,26,169,362,21612,26072
8,27,169,223,21612,21354
8,28,169,146,21612,20809
8,9,163,241,21612,22158
8,10,163,694,21612,23554
8,11,163,350,21612,24322
8,12,163,251,21612,22685
8,13,163,156,21612,18763
8,14,163,74,21612,15263
8,15,163,332,21612,19349
8,16,163,419,21612,24525
8,17,163,495,21612,23315
8,18,163,324,21612,43718
8,19,163,739,21612,25471
8,20,163,215,21612,21460
8,21,163,148,21612,18280
8,22,163,273,21612,20893
8,23,163,272,21612,24227
8,24,163,294,21612,24491
8,25,163,275,21612,20018
8,26,163,353,21612,26072
8,27,163,219,21612,21354
8,28,163,140,21612,20809
8,9,160,237,21612,22158
8,10,160,690,21612,23554
8,11,160,340,21612,24322
8,12,160,253,21612,22685
8,13,160,161,21612,18763
8,14,160,81,21612,15263
8,15,160,321,21612,19349
8,16,160,418,21612,24525
8,17,160,490,21612,23315
8,18,160,315,21612,43718
8,19,160,739,21612,25471
8,20,160,212,21612,21460
8,21,160,146,21612,18280
8,22,160,270,21612,20893
8,23,160,260,21612,24227
8,24,160,287,21612,24491
8,25,160,275,21612,20018
8,26,160,361,21612,26072
8,27,160,222,21612,21354
8,28,160,146,21612,20809
8,9,170,244,21612,22158
8,10,170,690,21612,23554
8,11,170,346,21612,24322
8,12,170,249,21612,22685
8,13,170,159,21612,18763
8,14,170,82,21612,15263
8,15,170,321,21612,19349
8,16,170,418,21612,24525
8,17,170,485,21612,23315
8,18,170,318,21612,43718
8,19,170,739,21612,25471
8,20,170,217,21612,21460
8,21,170,149,21612,18280
8,22,170,271,21612,20893
8,23,170,263,21612,24227
8,24,170,287,21612,24491
8,25,170,277,21612,20018
8,26,170,358,21612,26072
8,27,170,216,21612,21354
8,28,170,146,21612,20809
8,9,165,238,21612,22158
8,10,165,686,21612,23554
8,11,165,350,21612,24322
8,12,165,253,21612,22685
8,13,165,160,21612,18763
8,14,165,81,21612,15263
8,15,165,321,21612,19349
8,16,165,412,21612,24525
8,17,165,492,21612,23315
8,18,165,316,21612,43718
8,19,165,744,21612,25471
8,20,165,211,21612,21460
8,21,165,146,21612,18280
8,22,165,276,21612,20893
8,23,165,260,21612,24227
8,24,165,288,21612,24491
8,25,165,277,21612,20018
8,26,165,361,21612,26072
8,27,165,222,21612,21354
8,28,165,149,21612,20809
8,9,161,238,21612,22158
8,10,161,691,21612,23554
8,11,161,337,21612,24322
8,12,161,247,21612,22685
8,13,161,158,21612,18763
8,14,161,76,21612,15263
8,15,161,322,21612,19349
8,16,161,414,21612,24525
8,17,161,486,21612,23315
8,18,161,319,21612,43718
8,19,161,739,21612,25471
8,20,161,215,21612,21460
8,21,161,147,21612,18280
8,22,161,272,21612,20893
8,23,161,260,21612,24227
8,24,161,289,21612,24491
8,25,161,274,21612,20018
8,26,161,355,21612,26072
8,27,161,216,21612,21354
8,28,161,140,21612,20809
8,9,164,241,21612,22158
8,10,164,688,21612,23554
8,11,164,345,21612,24322
8,12,164,253,21612,22685
8,13,164,160,21612,18763
8,14,164,80,21612,15263
8,15,164,326,21612,19349
8,16,164,421,21612,24525
8,17,164,490,21612,23315
8,18,164,321,21612,43718
8,19,164,742,21612,25471
8,20,164,215,21612,21460
8,21,164,147,21612,18280
8,22,164,271,21612,20893
8,23,164,263,21612,24227
8,24,164,287,21612,24491
8,25,164,275,21612,20018
8,26,164,357,21612,26072
8,27,164,220,21612,21354
8,28,164,145,21612,20809
8,9,165,239,21612,22158
8,10,165,683,21612,23554
8,11,165,340,21612,24322
8,12,165,254,21612,22685
8,13,165,156,21612,18763
8,14,165,83,21612,15263
8,15,165,321,21612,19349
8,16,165,418,21612,24525
8,17,165,493,21612,23315
8,18,165,322,21612,43718
8,19,165,742,21612,25471
8,20,165,213,21612,21460
8,21,165,147,21612,18280
8,22,165,271,21612,20893
8,23,165,265,21612,24227
8,24,165,288,21612,24491
8,25,165,276,21612,20018
8,26,165,361,21612,26072
8,27,165,219,21612,21354
8,28,165,146,21612,20809
8,9,163,242,21612,22158
8,10,163,690,21612,23554
8,11,163,351,21612,24322
8,12,163,250,21612,22685
8,13,163,159,21612,18763
8,14,163,83,21612,15263
8,15,163,323,21612,19349
8,16,163,419,21612,24525
8,17,163,496,21612,23315
8,18,163,324,21612,43718
8,19,163,738,21612,25471
8,20,163,215,21612,21460
8,21,163,148,21612,18280
8,22,163,272,21612,20893
8,23,163,255,21612,24227
8,24,163,291,21612,24491
8,25,163,277,21612,20018
8,26,163,356,21612,26072
8,27,163,217,21612,21354
8,28,163,145,21612,20809
8,9,169,239,21612,22158
8,10,169,686,21612,23554
8,11,169,344,21612,24322
8,12,169,253,21612,22685
8,13,169,162,21612,18763
8,14,169,81,21612,15263
8,15,169,331,21612,19349
8,16,169,412,21612,24525
8,17,169,482,21612,23315
8,18,169,319,21612,43718
8,19,169,740,21612,25471
8,20,169,211,21612,21460
8,21,169,144,21612,18280
8,22,169,269,21612,20893
8,23,169,262,21612,24227
8,24,169,297,21612,24491
8,25,169,274,21612,20018
8,26,169,359,21612,26072
8,27,169,221,21612,21354
8,28,169,141,21612,20809
8,9,163,242,21612,22158
8,10,163,689,21612,23554
8,11,163,345,21612,24322
8,12,163,248,21612,22685
8,13,163,161,21612,18763
8,14,163,84,21612,15263
8,15,163,322,21612,19349
8,16,163,416,21612,24525
8,17,163,479,21612,23315
8,18,163,321,21612,43718
8,19,163,736,21612,25471
8,20,163,217,21612,21460
8,21,163,150,21612,18280
8,22,163,279,21612,20893
8,23,163,265,21612,24227
8,24,163,291,21612,24491
8,25,163,276,21612,20018
8,26,163,361,21612,26072
8,27,163,220,21612,21354
8,28,163,142,21612,20809
8,9,167,240,21612,22158
8,10,167,693,21612,23554
8,11,167,334,21612,24322
8,12,167,248,21612,22685
8,13,167,159,21612,18763
8,14,167,81,21612,15263
8,15,167,326,21612,19349
8,16,167,416,21612,24525
8,17,167,483,21612,23315
8,18,167,319,21612,43718
8,19,167,740,21612,25471
8,20,167,212,21612,21460
8,21,167,145,21612,18280
8,22,167,268,21612,20893
8,23,167,259,21612,24227
8,24,167,290,21612,24491
8,25,167,273,21612,20018
8,26,167,360,21612,26072
8,27,167,219,21612,21354
8,28,167,147,21612,20809
8,9,166,240,21612,22158
8,10,166,686,21612,23554
8,11,166,347,21612,24322
8,12,166,252,21612,22685
8,13,166,160,21612,18763
8,14,166,80,21612,15263
8,15,166,322,21612,19349
8,16,166,419,21612,24525
8,17,166,486,21612,23315
8,18,166,317,21612,43718
8,19,166,738,21612,25471
8,20,166,211,21612,21460
8,21,166,146,21612,18280
8,22,166,266,21612,20893
8,23,166,259,21612,24227
8,24,166,289,21612,24491
8,25,166,278,21612,20018
8,26,166,357,21612,26072
8,27,166,219,21612,21354
8,28,166,147,21612,20809
8,9,153,241,21612,22158
8,10,153,696,21612,23554
8,11,153,345,21612,24322
8,12,153,255,21612,22685
8,13,153,161,21612,18763
8,14,153,78,21612,15263
8,15,153,330,21612,19349
8,16,153,424,21612,24525
8,17,153,484,21612,23315
8,18,153,321,21612,43718
8,19,153,740,21612,25471
8,20,153,216,21612,21460
8,21,153,150,21612,18280
8,22,153,271,21612,20893
8,23,153,272,21612,24227
8,24,153,297,21612,24491
8,25,153,278,21612,20018
8,26,153,354,21612,26072
8,27,153,217,21612,21354
8,28,153,137,21612,20809
8,9,155,242,21612,22158
8,10,155,688,21612,23554
8,11,155,345,21612,24322
8,12,155,255,21612,22685
8,13,155,157,21612,18763
8,14,155,81,21612,15263
8,15,155,321,21612,19349
8,16,155,420,21612,24525
8,17,155,480,21612,23315
8,18,155,315,21612,43718
8,19,155,738,21612,25471
8,20,155,215,21612,21460
8,21,155,146,21612,18280
8,22,155,270,21612,20893
8,23,155,260,21612,24227
8,24,155,289,21612,24491
8,25,155,279,21612,20018
8,26,155,357,21612,26072
8,27,155,222,21612,21354
8,28,155,144,21612,20809
8,9,168,239,21612,22158
8,10,168,694,21612,23554
8,11,168,340,21612,24322
8,12,168,250,21612,22685
8,13,168,158,21612,18763
8,14,168,78,21612,15263
8,15,168,323,21612,19349
8,16,168,416,21612,24525
8,17,168,471,21612,23315
8,18,168,312,21612,43718
8,19,168,735,21612,25471
8,20,168,212,21612,21460
8,21,168,145,21612,18280
8,22,168,272,21612,20893
8,23,168,260,21612,24227
8,24,168,289,21612,24491
8,25,168,273,21612,20018
8,26,168,353,21612,26072
8,27,168,211,21612,21354
8,28,168,141,21612,20809
8,9,156,246,21612,22158
8,10,156,692,21612,23554
8,11,156,353,21612,24322
8,12,156,255,21612,22685
8,13,156,162,21612,18763
8,14,156,80,21612,15263
8,15,156,328,21612,19349
8,16,156,420,21612,24525
8,17,156,484,21612,23315
8,18,156,324,21612,43718
8,19,156,741,21612,25471
8,20,156,215,21612,21460
8,21,156,147,21612,18280
8,22,156,269,21612,20893
8,23,156,261,21612,24227
8,24,156,284,21612,24491
8,25,156,274,21612,20018
8,26,156,356,21612,26072
8,27,156,216,21612,21354
8,28,156,136,21612,20809
8,9,161,244,21612,22158
8,10,161,691,21612,23554
8,11,161,345,21612,24322
8,12,161,255,21612,22685
8,13,161,162,21612,18763
8,14,161,83,21612,15263
8,15,161,322,21612,19349
8,16,161,414,21612,24525
8,17,161,480,21612,23315
8,18,161,325,21612,43718
8,19,161,742,21612,25471
8,20,161,218,21612,21460
8,21,161,146,21612,18280
8,22,161,275,21612,20893
8,23,161,260,21612,24227
8,24,161,292,21612,24491
8,25,161,275,21612,20018
8,26,161,360,21612,26072
8,27,161,221,21612,21354
8,28,161,143,21612,20809
8,9,168,241,21612,22158
8,10,168,698,21612,23554
8,11,168,340,21612,24322
8,12,168,253,21612,22685
8,13,168,162,21612,18763
8,14,168,81,21612,15263
8,15,168,323,21612,19349
8,16,168,421,21612,24525
8,17,168,469,21612,23315
8,18,168,321,21612,43718
8,19,168,740,21612,25471
8,20,168,212,21612,21460
8,21,168,146,21612,18280
8,22,168,272,21612,20893
8,23,168,268,21612,24227
8,24,168,294,21612,24491
8,25,168,275,21612,20018
8,26,168,356,21612,26072
8,27,168,221,21612,21354
8,28,168,147,21612,20809
8,9,161,239,21612,22158
8,10,161,685,21612,23554
8,11,161,331,21612,24322
8,12,161,249,21612,22685
8,13,161,158,21612,18763
8,14,161,73,21612,15263
8,15,161,317,21612,19349
8,16,161,412,21612,24525
8,17,161,490,21612,23315
8,18,161,321,21612,43718
8,19,161,735,21612,25471
8,20,161,216,21612,21460
8,21,161,146,21612,18280
8,22,161,268,21612,20893
8,23,161,265,21612,24227
8,24,161,289,21612,24491
8,25,161,270,21612,20018
8,26,161,352,21612,26072
8,27,161,214,21612,21354
8,28,161,138,21612,20809
8,9,162,244,21612,22158
8,10,162,695,21612,23554
8,11,162,343,21612,24322
8,12,162,256,21612,22685
8,13,162,164,21612,18763
8,14,162,84,21612,15263
8,15,162,317,21612,19349
8,16,162,415,21612,24525
8,17,162,473,21612,23315
8,18,162,318,21612,43718
8,19,162,744,21612,25471
8,20,162,219,21612,21460
8,21,162,147,21612,18280
8,22,162,281,21612,20893
8,23,162,259,21612,24227
8,24,162,288,21612,24491
8,25,162,278,21612,20018
8,26,162,363,21612,26072
8,27,162,224,21612,21354
8,28,162,151,21612,20809
8,9,162,239,21612,22158
8,10,162,699,21612,23554
8,11,162,349,21612,24322
8,12,162,255,21612,22685
8,13,162,164,21612,18763
8,14,162,80,21612,15263
8,15,162,330,21612,19349
8,16,162,419,21612,24525
8,17,162,481,21612,23315
8,18,162,323,21612,43718
8,19,162,745,21612,25471
8,20,162,215,21612,21460
8,21,162,146,21612,18280
8,22,162,277,21612,20893
8,23,162,267,21612,24227
8,24,162,292,21612,24491
8,25,162,275,21612,20018
8,26,162,356,21612,26072
8,27,162,220,21612,21354
8,28,162,145,21612,20809
8,9,169,243,21612,22158
8,10,169,687,21612,23554
8,11,169,342,21612,24322
8,12,169,253,21612,22685
8,13,169,162,21612,18763
8,14,169,81,21612,15263
8,15,169,328,21612,19349
8,16,169,418,21612,24525
8,17,169,474,21612,23315
8,18,169,314,21612,43718
8,19,169,739,21612,25471
8,20,169,216,21612,21460
8,21,169,148,21612,18280
8,22,169,272,21612,20893
8,23,169,259,21612,24227
8,24,169,291,21612,24491
8,25,169,275,21612,20018
8,26,169,358,21612,26072
8,27,169,220,21612,21354
8,28,169,140,21612,20809
8,9,156,243,21612,22158
8,10,156,688,21612,23554
8,11,156,347,21612,24322
8,12,156,256,21612,22685
8,13,156,159,21612,18763
8,14,156,85,21612,15263
8,15,156,325,21612,19349
8,16,156,415,21612,24525
8,17,156,483,21612,23315
8,18,156,318,21612,43718
8,19,156,739,21612,25471
8,20,156,215,21612,21460
8,21,156,145,21612,18280
8,22,156,274,21612,20893
8,23,156,257,21612,24227
8,24,156,290,21612,24491
8,25,156,275,21612,20018
8,26,156,359,21612,26072
8,27,156,218,21612,21354
8,28,156,142,21612,20809
8,9,158,238,21612,22158
8,10,158,684,21612,23554
8,11,158,340,21612,24322
8,12,158,247,21612,22685
8,13,158,154,21612,18763
8,14,158,73,21612,15263
8,15,158,317,21612,19349
8,16,158,408,21612,24525
8,17,158,479,21612,23315
8,18,158,313,21612,43718
8,19,158,736,21612,25471
8,20,158,214,21612,21460
8,21,158,144,21612,18280
8,22,158,267,21612,20893
8,23,158,256,21612,24227
8,24,158,285,21612,24491
8,25,158,270,21612,20018
8,26,158,352,21612,26072
8,27,158,211,21612,21354
8,28,158,136,21612,20809
8,9,164,242,21612,22158
8,10,164,689,21612,23554
8,11,164,339,21612,24322
8,12,164,246,21612,22685
8,13,164,160,21612,18763
8,14,164,85,21612,15263
8,15,164,319,21612,19349
8,16,164,414,21612,24525
8,17,164,483,21612,23315
8,18,164,319,21612,43718
8,19,164,738,21612,25471
8,20,164,218,21612,21460
8,21,164,147,21612,18280
8,22,164,269,21612,20893
8,23,164,259,21612,24227
8,24,164,286,21612,24491
8,25,164,277,21612,20018
8,26,164,358,21612,26072
8,27,164,215,21612,21354
8,28,164,143,21612,20809
8,9,170,242,21612,22158
8,10,170,691,21612,23554
8,11,170,346,21612,24322
8,12,170,249,21612,22685
8,13,170,161,21612,18763
8,14,170,82,21612,15263
8,15,170,322,21612,19349
8,16,170,415,21612,24525
8,17,170,493,21612,23315
8,18,170,315,21612,43718
8,19,170,740,21612,25471
8,20,170,213,21612,21460
8,21,170,145,21612,18280
8,22,170,271,21612,20893
8,23,170,259,21612,24227
8,24,170,291,21612,24491
8,25,170,274,21612,20018
8,26,170,362,21612,26072
8,27,170,220,21612,21354
8,28,170,147,21612,20809
8,9,163,242,21612,22158
8,10,163,696,21612,23554
8,11,163,343,21612,24322
8,12,163,256,21612,22685
8,13,163,162,21612,18763
8,14,163,84,21612,15263
8,15,163,331,21612,19349
8,16,163,417,21612,24525
8,17,163,497,21612,23315
8,18,163,326,21612,43718
8,19,163,739,21612,25471
8,20,163,216,21612,21460
8,21,163,149,21612,18280
8,22,163,268,21612,20893
8,23,163,265,21612,24227
8,24,163,300,21612,24491
8,25,163,278,21612,20018
8,26,163,358,21612,26072
8,27,163,223,21612,21354
8,28,163,147,21612,20809
