Period,Index,Corr,P Value
5,6-smart_9_raw~smart_194_raw,-0.15356054360434118,0.0
5,7-smart_7_raw~smart_194_raw,-0.02120326314518843,1.8970811473344822e-59
5,8-smart_12_raw~smart_193_raw,0.368701734051955,0.0
5,9-smart_5_raw_diff~smart_187_raw_diff,0.07397864813276073,0.0
5,10-smart_9_raw~smart_193_raw_diff,-0.22615230004959053,0.0
6,1-smart_7_raw~smart_9_raw,0.4518370512987565,0.0
6,2-smart_194_raw~smart_193_raw_diff,0.15024190768741116,0.0
6,3-smart_4_raw~smart_193_raw,0.2668100747673703,0.0
6,4-smart_9_raw~smart_193_raw,0.20665940055680615,0.0
6,5-smart_7_raw~smart_193_raw_diff,-0.2717541601205118,0.0
6,6-smart_9_raw~smart_194_raw,-0.025748574734594368,4.1857828697089056e-89
6,7-smart_7_raw~smart_194_raw,0.08108620364847995,0.0
6,8-smart_12_raw~smart_193_raw,0.3079884465711445,0.0
6,9-smart_5_raw_diff~smart_187_raw_diff,0.23230877010716297,0.0
6,10-smart_9_raw~smart_193_raw_diff,-0.40851733340086843,0.0
7,1-smart_7_raw~smart_9_raw,0.4201074718307586,0.0
7,2-smart_194_raw~smart_193_raw_diff,0.05599577662736205,0.0
7,3-smart_4_raw~smart_193_raw,0.2131165665307409,0.0
7,4-smart_9_raw~smart_193_raw,0.12078117534133662,0.0
7,5-smart_7_raw~smart_193_raw_diff,-0.09711708413360995,0.0
7,6-smart_9_raw~smart_194_raw,0.06593091883757651,0.0
7,7-smart_7_raw~smart_194_raw,0.12363255146003087,0.0
7,8-smart_12_raw~smart_193_raw,0.2571868366255332,0.0
7,9-smart_5_raw_diff~smart_187_raw_diff,0.12139646199095452,0.0
7,10-smart_9_raw~smart_193_raw_diff,-0.22345499325640833,0.0
8,1-smart_7_raw~smart_9_raw,0.5124473680350026,0.0
8,2-smart_194_raw~smart_193_raw_diff,0.14333780631143606,0.0
8,3-smart_4_raw~smart_193_raw,0.17396304692030642,0.0
8,4-smart_9_raw~smart_193_raw,0.04403536648404785,1.3818464761035018e-288
8,5-smart_7_raw~smart_193_raw_diff,-0.1995036466380969,0.0
8,6-smart_9_raw~smart_194_raw,-0.009172234527636072,4.080218624182749e-14
8,7-smart_7_raw~smart_194_raw,0.032197987356291695,3.4236400512287767e-155
8,8-smart_12_raw~smart_193_raw,0.21542000114558854,0.0
8,9-smart_5_raw_diff~smart_187_raw_diff,0.0714757184754941,0.0
8,10-smart_9_raw~smart_193_raw_diff,-0.2597362431304498,0.0
9,1-smart_7_raw~smart_9_raw,0.5754043586056579,0.0
9,2-smart_194_raw~smart_193_raw_diff,-0.00743759157028947,5.78164298973009e-10
9,3-smart_4_raw~smart_193_raw,0.16171791602255298,0.0
9,4-smart_9_raw~smart_193_raw,0.006042041401149436,4.813228555153717e-07
9,5-smart_7_raw~smart_193_raw_diff,-0.037877849079028664,1.0481137594946591e-218
9,6-smart_9_raw~smart_194_raw,-0.10115119499694082,0.0
9,7-smart_7_raw~smart_194_raw,-0.0700344516503214,0.0
9,8-smart_12_raw~smart_193_raw,0.19720009477177125,0.0
9,9-smart_5_raw_diff~smart_187_raw_diff,0.05461071624893055,0.0
9,10-smart_9_raw~smart_193_raw_diff,-0.16881578923094542,0.0
10,1-smart_7_raw~smart_9_raw,0.6302002522674887,0.0
10,2-smart_194_raw~smart_193_raw_diff,-0.14947534874414026,0.0
10,3-smart_4_raw~smart_193_raw,0.1738554108348341,0.0
10,4-smart_9_raw~smart_193_raw,0.07067253539243458,0.0
10,5-smart_7_raw~smart_193_raw_diff,-0.0017410985076653732,0.17329194007154403
10,6-smart_9_raw~smart_194_raw,-0.12025953029038819,0.0
10,7-smart_7_raw~smart_194_raw,-0.06841426063256204,0.0
10,8-smart_12_raw~smart_193_raw,0.20615383064304285,0.0
10,9-smart_5_raw_diff~smart_187_raw_diff,0.10780511034616182,0.0
10,10-smart_9_raw~smart_193_raw_diff,-0.1253698411248936,0.0
11,1-smart_7_raw~smart_9_raw,0.7241984902380982,0.0
11,2-smart_194_raw~smart_193_raw_diff,-0.18647071285677846,0.0
11,3-smart_4_raw~smart_193_raw,0.1907308313093773,0.0
11,4-smart_9_raw~smart_193_raw,0.19430569540457132,0.0
11,5-smart_7_raw~smart_193_raw_diff,0.013967094730497304,2.2369074717564962e-35
11,6-smart_9_raw~smart_194_raw,-0.26617127544328245,0.0
11,7-smart_7_raw~smart_194_raw,-0.21845665955405455,0.0
11,8-smart_12_raw~smart_193_raw,0.21657439137374865,0.0
11,9-smart_5_raw_diff~smart_187_raw_diff,0.2032250098699254,0.0
11,10-smart_9_raw~smart_193_raw_diff,-0.138500038998499,0.0
12,1-smart_7_raw~smart_9_raw,0.769984246708049,0.0
12,2-smart_194_raw~smart_193_raw_diff,-0.15151353312540478,0.0
12,3-smart_4_raw~smart_193_raw,0.20601304647315571,0.0
12,4-smart_9_raw~smart_193_raw,0.2469568325037925,0.0
12,5-smart_7_raw~smart_193_raw_diff,0.014393476400214116,1.3479618496777128e-25
12,6-smart_9_raw~smart_194_raw,-0.2691042051007865,0.0
12,7-smart_7_raw~smart_194_raw,-0.22388843744803233,0.0
12,8-smart_12_raw~smart_193_raw,0.22839741132146954,0.0
12,9-smart_5_raw_diff~smart_187_raw_diff,0.11970530171835098,0.0
12,10-smart_9_raw~smart_193_raw_diff,-0.05884598330811552,0.0
